"sex" "age" "educ" "country" "self" "vign1" "vign2" "vign3" "vign4" "vign5" "vign6"
"160867" 0 42 1 "Eastasia" 5 2 3 3 4 5 5
"95853" 0 32 2 "Eastasia" 5 3 2 4 5 5 5
"153478" 1 36 1 "Eastasia" 4 3 3 2 4 3 4
"159147" 0 44 1 "Eastasia" 5 2 1 3 4 3 5
"117796" 1 22 NA "Eurasia" 5 4 1 3 5 3 5
"69514" 0 23 3 "Eastasia" 5 3 4 4 5 3 5
"166645" 1 39 2 "Eastasia" 5 2 2 4 5 4 5
"109234" 1 89 4 "Eurasia" 5 2 1 4 3 4 5
"113594" 1 41 2 "Eastasia" 4 2 3 3 3 4 4
"107739" 1 62 1 "Eastasia" 5 3 1 2 4 3 5
"149954" 1 44 4 "Eastasia" 5 2 1 4 5 3 5
"124243" 0 45 2 "Eastasia" 5 3 3 4 4 5 5
"129815" 1 40 1 "Eastasia" 5 1 1 3 4 4 5
"131584" 1 65 5 "Eastasia" 5 4 1 3 4 3 5
"125568" 1 43 1 "Eastasia" 5 1 1 3 4 5 5
"167082" 1 38 4 "Eastasia" 5 2 2 4 2 2 5
"145194" 0 35 5 "Eastasia" 5 4 4 3 3 5 5
"103973" 1 43 1 "Eastasia" 5 2 1 4 5 5 5
"71722" 0 70 2 "Eastasia" 5 3 3 3 4 4 5
"69682" 1 18 1 "Eastasia" 5 3 3 4 5 5 5
"132799" 1 27 5 "Eastasia" 5 3 2 4 5 4 5
"121005" 1 34 5 "Eastasia" 5 2 3 4 5 5 5
"149990" 1 28 4 "Eastasia" 4 2 3 2 3 3 4
"138693" 1 50 1 "Eastasia" 5 2 2 3 4 4 5
"102202" 1 22 3 "Eastasia" 5 1 1 3 5 4 5
"131351" 1 26 5 "Eastasia" 5 1 1 4 5 4 5
"159980" 1 58 1 "Eastasia" 5 4 3 3 5 5 5
"163248" 1 58 3 "Eastasia" 4 3 2 2 4 4 4
"17436" 0 18 3 "Eastasia" 5 2 4 2 3 4 4
"45526" 1 91 2 "Eastasia" 5 4 4 4 4 4 4
"103586" 1 52 2 "Eastasia" 5 2 3 2 3 4 2
"18495" 1 21 2 "Eastasia" 5 3 3 3 3 4 4
"104985" 1 46 1 "Eastasia" 5 2 2 2 5 5 2
"144977" 1 38 3 "Eastasia" 3 1 2 1 5 4 2
"168180" 0 30 4 "Eastasia" 5 3 3 3 3 3 3
"162577" 1 36 2 "Eastasia" 4 3 3 3 3 3 3
"8079" 1 36 NA "Eastasia" 5 3 4 4 5 4 2
"109394" 0 24 5 "Eurasia" 5 2 3 3 3 3 3
"933" 0 21 2 "Oceania" 5 1 1 1 1 1 2
"108017" 1 18 3 "Eastasia" 4 2 4 2 3 3 3
"12012" 0 30 2 "Eastasia" 5 2 3 2 3 2 3
"164915" 0 33 3 "Eastasia" 4 3 3 3 3 3 3
"2086" 0 35 2 "Oceania" 5 4 4 4 4 4 4
"82552" 0 55 1 "Eastasia" 5 2 3 3 5 3 1
"73106" 1 19 1 "Eastasia" 5 4 5 3 2 4 1
"49293" 1 54 5 "Eastasia" 5 2 3 4 2 4 4
"118593" 1 34 4 "Eurasia" 4 3 3 3 3 3 3
"119527" 1 34 5 "Eurasia" 5 2 3 3 3 3 4
"154731" 0 40 3 "Eastasia" 5 2 3 4 5 4 4
"140904" 1 65 2 "Eastasia" 5 3 2 4 3 3 4
"140181" 1 50 4 "Eastasia" 5 2 3 1 5 1 4
"110214" 0 52 1 "Eurasia" 5 3 2 3 3 3 3
"67250" 0 25 5 "Eastasia" 4 3 4 3 4 3 3
"44916" 0 40 7 "Eastasia" 4 3 3 2 3 2 1
"22266" 0 29 3 "Oceania" 5 3 4 4 5 3 3
"101088" 0 21 6 "Eastasia" 5 4 3 3 4 3 3
"145653" 0 35 3 "Eastasia" 5 3 4 4 5 3 3
"95881" 1 24 1 "Eastasia" 4 3 3 3 4 3 3
"19286" 0 22 1 "Eastasia" 5 2 2 3 3 4 4
"149219" 1 46 2 "Eastasia" 5 4 2 4 3 3 4
"1568" 1 30 1 "Oceania" 5 3 3 3 3 3 3
"45509" 0 51 5 "Eastasia" 5 4 4 4 4 4 4
"113103" 0 39 3 "Eastasia" 4 2 1 2 3 1 2
"122855" 0 39 4 "Eastasia" 5 2 3 4 4 4 4
"19976" 0 25 3 "Eastasia" 4 2 5 1 1 5 2
"17751" 1 37 3 "Eastasia" 4 1 1 2 1 1 1
"93894" 1 70 1 "Eastasia" 5 4 2 4 3 5 3
"45507" 1 88 3 "Eastasia" 5 4 4 4 4 4 4
"13392" 1 23 2 "Eastasia" 5 3 2 3 3 2 3
"45504" 1 68 7 "Eastasia" 5 4 4 4 4 4 4
"4776" 1 51 1 "Oceania" 5 3 3 3 3 3 3
"157615" 1 32 1 "Eastasia" 5 3 3 4 4 3 3
"72852" 1 30 1 "Eastasia" 5 4 2 4 3 5 3
"82984" 1 33 1 "Eastasia" 4 3 3 3 3 3 3
"107227" 1 18 2 "Eastasia" 5 3 5 4 3 5 4
"118320" 1 55 1 "Eurasia" 4 3 3 2 3 4 2
"59156" 1 15 2 "Oceania" 5 4 4 4 4 4 4
"110948" 0 50 5 "Eurasia" 3 2 2 2 2 2 2
"147651" 0 23 4 "Eastasia" 5 4 4 4 4 4 4
"152888" 1 56 2 "Eastasia" 5 3 3 3 4 3 2
"6817" 1 62 1 "Eastasia" 4 3 3 3 3 3 3
"108779" 0 25 3 "Eurasia" 4 1 1 1 1 1 1
"108556" 0 19 3 "Eurasia" 5 3 4 3 4 4 4
"160288" 0 55 1 "Eastasia" 5 3 5 2 4 4 3
"59092" 0 58 1 "Oceania" 5 4 4 4 4 4 4
"65760" 1 25 1 "Eastasia" 3 2 2 2 2 2 2
"143047" 0 34 2 "Eastasia" 4 3 3 3 4 4 3
"104234" 0 22 3 "Eastasia" 5 3 3 3 3 3 3
"151148" 0 62 2 "Eastasia" 5 2 5 3 5 5 2
"163358" 1 31 4 "Eastasia" 4 3 4 3 3 4 3
"120201" 1 30 1 "Eurasia" 5 3 3 4 4 4 4
"45245" 1 50 NA "Eastasia" 5 4 4 4 4 4 4
"82946" 0 18 2 "Eastasia" 4 2 4 2 3 4 3
"81198" 0 47 1 "Eastasia" 4 3 4 3 3 4 3
"62282" 1 46 3 "Eastasia" 5 2 2 2 3 3 3
"115517" 0 35 4 "Eastasia" 3 1 1 2 3 2 2
"45243" 1 34 6 "Eastasia" 5 3 4 4 3 4 4
"15208" 0 52 4 "Eastasia" 5 1 4 1 4 4 3
"117801" 0 54 2 "Eurasia" 5 4 4 4 5 4 3
"69749" 0 44 1 "Eastasia" 4 2 3 3 1 3 2
"123495" 0 64 2 "Eastasia" 5 3 2 4 4 4 4
"1327" 1 37 2 "Oceania" 5 4 2 3 4 5 3
"116254" 1 60 1 "Eurasia" 4 1 3 3 5 4 3
"83335" 1 20 1 "Eastasia" 4 2 2 2 2 2 2
"122386" 0 59 4 "Eastasia" 5 4 3 2 3 2 2
"147829" 1 29 2 "Eastasia" 5 1 4 4 4 5 4
"147158" 0 62 3 "Eastasia" 4 3 2 3 2 2 3
"63033" 0 20 3 "Eastasia" 4 3 1 1 1 1 2
"80626" 1 36 1 "Eastasia" 5 3 3 4 3 3 3
"47209" 1 54 4 "Eastasia" 5 2 4 4 3 4 4
"152768" 0 38 2 "Eastasia" 5 2 3 3 2 3 3
"17323" 0 30 2 "Eastasia" 5 2 2 3 3 3 3
"63065" 0 30 1 "Eastasia" 3 2 2 1 2 3 1
"96400" 0 47 1 "Eastasia" 3 2 1 2 2 2 1
"11664" 0 39 6 "Eastasia" 5 3 3 3 3 3 3
"166492" 1 48 3 "Eastasia" 4 3 3 3 3 4 2
"98920" 0 59 6 "Eastasia" 3 2 1 2 1 1 1
"108589" 0 44 1 "Eurasia" 5 3 1 3 3 3 3
"165946" 1 73 2 "Eastasia" 4 3 3 2 3 3 3
"147776" 1 45 3 "Eastasia" 4 3 3 3 3 3 3
"123605" 0 43 3 "Eastasia" 3 1 2 2 3 5 2
"143249" 0 43 2 "Eastasia" 4 3 3 3 3 3 3
"133694" 1 50 5 "Eastasia" 5 1 4 3 3 4 3
"96248" 0 24 4 "Eastasia" 4 3 3 3 2 3 3
"165417" 0 42 4 "Eastasia" 4 3 3 3 3 3 3
"147546" 1 20 4 "Eastasia" 4 3 3 3 3 3 3
"120648" 1 35 3 "Eastasia" 5 4 4 3 3 4 4
"118780" 1 58 1 "Eurasia" 5 4 5 3 4 5 4
"120368" 1 20 1 "Eurasia" 5 3 4 4 4 4 3
"98173" 1 77 2 "Eastasia" 5 2 1 4 4 4 4
"53903" 1 23 6 "Eastasia" 4 3 2 1 2 3 2
"162747" 0 39 3 "Eastasia" 5 3 3 4 3 3 3
"12021" 0 45 2 "Eastasia" 5 2 2 4 2 2 3
"107678" 1 25 1 "Eastasia" 5 3 2 4 3 3 4
"107192" 0 46 2 "Eastasia" 5 3 4 3 2 3 2
"115488" 1 45 3 "Eastasia" 3 1 3 2 2 2 1
"49285" 1 45 6 "Eastasia" 3 2 4 1 3 4 2
"121417" 1 82 1 "Eastasia" 5 3 3 4 4 4 4
"164546" 1 21 6 "Eastasia" 5 3 3 3 3 4 4
"143182" 0 38 1 "Eastasia" 5 3 2 3 3 2 3
"147268" 0 26 5 "Eastasia" 5 3 3 3 3 5 4
"117175" 1 34 3 "Eurasia" 4 3 2 2 3 2 2
"105906" 0 23 4 "Eastasia" 5 3 4 2 5 3 3
"46666" 1 77 4 "Eastasia" 5 3 3 3 3 3 3
"111303" 1 65 NA "Eastasia" 3 2 1 1 2 1 1
"17240" 1 58 1 "Eastasia" 5 4 4 4 3 4 3
"80568" 1 1 3 "Eastasia" 5 3 5 4 3 3 4
"123334" 0 62 2 "Eastasia" 3 1 1 1 1 1 1
"82983" 1 39 1 "Eastasia" 5 3 3 2 3 2 3
"151091" 0 22 4 "Eastasia" 4 2 2 2 2 2 2
"103766" 0 25 3 "Eastasia" 4 3 3 3 3 3 3
"81603" 0 65 1 "Eastasia" 3 2 3 2 5 2 2
"132811" 0 50 6 "Eastasia" 5 3 3 3 4 3 3
"120324" 1 54 1 "Eurasia" 5 2 2 4 4 3 4
"118122" 0 48 4 "Eurasia" 5 2 5 4 3 3 4
"109066" 1 27 4 "Eurasia" 4 3 3 3 3 3 3
"83103" 1 35 4 "Eastasia" 3 1 3 1 2 3 2
"96851" 1 22 6 "Eastasia" 5 1 5 3 3 5 2
"56663" 0 34 1 "Oceania" 5 3 2 3 4 4 4
"107228" 0 28 2 "Eastasia" 5 3 5 3 4 5 4
"12189" 1 37 3 "Eastasia" 5 3 1 3 3 3 3
"145897" 1 31 1 "Eastasia" 5 3 4 4 4 4 4
"98267" 1 31 6 "Eastasia" 4 3 3 3 1 4 3
"111770" 0 56 1 "Eastasia" 5 2 4 2 3 3 2
"146621" 0 38 5 "Eastasia" 4 2 2 2 2 2 2
"147614" 1 18 4 "Eastasia" 4 2 2 3 2 3 3
"57327" 1 47 1 "Oceania" 5 3 4 4 2 3 3
"113558" 1 31 1 "Eastasia" 3 2 1 2 1 1 1
"152725" 1 59 1 "Eastasia" 5 4 4 4 4 4 4
"133436" 1 30 5 "Eastasia" 5 1 1 1 1 1 1
"69997" 0 38 1 "Eastasia" 5 4 4 3 4 4 3
"167387" 1 39 6 "Eastasia" 4 3 4 3 4 4 3
"19164" 1 26 2 "Eastasia" 4 3 3 3 3 3 3
"150513" 1 59 1 "Eastasia" 4 3 3 3 3 3 3
"96328" 0 20 3 "Eastasia" 4 3 3 2 2 2 3
"159154" 1 35 1 "Eastasia" 5 4 4 3 5 3 3
"69112" 1 80 1 "Eastasia" 5 2 2 3 3 3 4
"1864" 0 68 2 "Oceania" 5 3 3 3 3 3 3
"114239" 1 25 1 "Eastasia" 5 2 2 2 4 5 4
"119735" 1 26 1 "Eurasia" 5 4 2 4 5 2 2
"114394" 1 52 2 "Eastasia" 5 3 2 4 4 3 4
"83999" 1 80 1 "Eastasia" 5 3 4 3 4 3 4
"154760" 1 19 1 "Eastasia" 5 4 4 3 3 3 4
"95714" 0 43 7 "Eastasia" 4 3 3 3 4 3 3
"79832" 0 72 3 "Eastasia" 5 4 3 4 3 3 3
"81214" 0 57 1 "Eastasia" 5 3 4 4 4 4 1
"161906" 0 27 4 "Eastasia" 5 4 4 4 4 4 4
"143493" 1 42 1 "Eastasia" 5 3 4 1 3 3 4
"108897" 1 45 2 "Eurasia" 3 1 2 1 3 2 2
"1810" 0 50 1 "Oceania" 5 2 2 2 3 3 3
"83338" 1 61 1 "Eastasia" 5 3 3 3 3 3 3
"160977" 1 47 1 "Eastasia" 5 4 4 4 4 4 1
"95542" 0 40 5 "Eastasia" 5 1 1 1 1 1 1
"80565" 1 40 1 "Eastasia" 5 3 3 3 3 3 3
"147743" 0 19 5 "Eastasia" 4 3 2 3 2 2 3
"117885" 0 54 1 "Eurasia" 5 4 1 4 5 5 3
"19993" 0 36 2 "Eastasia" 5 3 2 3 5 2 3
"95584" 1 25 3 "Eastasia" 3 1 1 1 2 2 1
"142557" 0 75 1 "Eastasia" 4 3 2 2 1 3 2
"146956" 0 28 2 "Eastasia" 5 4 3 4 4 3 3
"128297" 1 48 1 "Eastasia" 4 3 1 2 1 2 1
"55948" 0 74 6 "Eastasia" 5 3 3 2 2 3 2
"99330" 0 39 2 "Eastasia" 4 2 2 3 4 1 3
"117277" 1 23 2 "Eurasia" 5 1 2 4 3 3 3
"166266" 1 38 3 "Eastasia" 4 3 3 3 3 3 3
"113702" 1 37 2 "Eastasia" 4 3 3 3 3 3 3
"21623" 0 42 2 "Eastasia" 5 2 4 4 2 1 3
"171466" 1 38 4 "Eastasia" 4 3 3 3 3 3 3
"170986" 0 42 3 "Eastasia" 4 3 3 3 3 3 3
"53729" 1 49 6 "Eastasia" 5 2 3 3 4 4 4
"154006" 1 23 1 "Eastasia" 5 4 2 3 5 5 4
"47072" 0 20 4 "Eastasia" 4 3 4 3 4 3 3
"103960" 1 19 3 "Eastasia" 4 1 2 2 5 5 1
"145450" 1 43 2 "Eastasia" 5 4 3 4 3 4 3
"153437" 1 21 1 "Eastasia" 4 2 4 3 4 3 3
"101325" 1 42 1 "Eastasia" 5 3 4 3 3 5 4
"85337" 1 22 1 "Eastasia" 4 3 3 3 3 3 3
"115512" 1 28 4 "Eastasia" 4 1 2 2 2 4 1
"164210" 0 25 2 "Eastasia" 5 2 2 3 4 3 4
"109055" 0 28 5 "Eurasia" 5 2 2 3 3 3 3
"63886" 1 30 1 "Eastasia" 3 2 2 2 2 2 2
"166489" 1 43 3 "Eastasia" 4 2 4 3 3 3 3
"63905" 1 50 1 "Eastasia" 5 3 3 3 3 3 3
"107315" 1 30 2 "Eastasia" 5 3 4 3 3 5 3
"93007" 1 23 6 "Oceania" 5 4 3 4 4 5 4
"84216" 0 18 2 "Eastasia" 5 2 4 3 5 4 2
"141109" 1 18 4 "Eastasia" 5 3 3 2 2 3 3
"151745" 1 21 4 "Eastasia" 3 1 1 1 1 1 1
"104169" 1 35 3 "Eastasia" 5 3 3 3 3 3 3
"165743" 1 24 4 "Eastasia" 5 3 3 3 3 3 3
"120211" 1 55 1 "Eurasia" 5 3 2 4 4 3 4
"92064" 1 29 3 "Oceania" 5 2 5 3 5 5 2
"119167" 1 55 1 "Eurasia" 5 4 3 4 3 4 4
"140073" 1 34 1 "Eastasia" 5 3 5 4 5 5 2
"167053" 0 46 3 "Eastasia" 4 3 3 3 3 3 3
"45498" 1 63 5 "Eastasia" 5 4 4 4 4 4 4
"142010" 1 29 3 "Eastasia" 4 3 4 3 3 4 3
"106341" 1 24 2 "Eastasia" 5 2 1 4 4 3 4
"157476" 1 60 1 "Eastasia" 5 4 1 4 4 3 4
"104253" 1 26 3 "Eastasia" 5 2 1 1 4 3 2
"141587" 0 44 3 "Eastasia" 4 3 3 2 4 3 3
"140662" 1 34 1 "Eastasia" 4 3 3 3 2 3 3
"45364" 1 76 4 "Eastasia" 5 4 4 4 4 4 4
"118089" 0 NA 1 "Eurasia" 5 2 5 4 3 3 4
"166934" 1 22 4 "Eastasia" 4 2 1 3 2 3 3
"106368" 1 20 2 "Eastasia" 5 2 5 4 5 3 1
"318" 0 80 2 "Oceania" 5 2 2 2 2 2 3
"112571" 1 24 3 "Eastasia" 3 2 2 2 2 2 2
"80546" 1 40 1 "Eastasia" 4 3 3 2 2 3 2
"117993" 0 50 2 "Eurasia" 5 3 2 3 3 5 2
"71769" 1 33 1 "Eastasia" 5 4 5 4 4 4 4
"96975" 1 23 1 "Eastasia" 4 3 2 2 3 3 2
"151151" 0 57 4 "Eastasia" 5 2 5 3 5 5 1
"98796" 1 26 2 "Eastasia" 5 2 1 4 4 4 4
"80211" 0 50 1 "Eastasia" 5 3 3 4 4 5 4
"26614" 0 33 7 "Oceania" 5 3 5 4 5 4 3
"166807" 1 56 3 "Eastasia" 4 3 3 3 3 3 3
"13899" 1 43 3 "Eastasia" 5 4 4 4 4 4 4
"120431" 1 40 1 "Eurasia" 5 3 3 4 4 4 4
"79813" 0 45 1 "Eastasia" 3 2 2 1 2 2 2
"147056" 0 73 3 "Eastasia" 5 2 3 4 4 5 4
"150665" 1 19 4 "Eastasia" 3 2 1 1 4 5 1
"119108" 0 24 5 "Eurasia" 5 3 2 4 4 3 4
"119293" 1 27 1 "Eurasia" 4 1 2 3 3 3 3
"15259" 0 20 4 "Eastasia" 5 3 5 4 4 2 4
"155651" 0 52 1 "Eastasia" 5 3 4 4 4 4 3
"78572" 1 18 1 "Oceania" 5 4 3 4 4 4 4
"170785" 0 30 4 "Eastasia" 5 3 3 4 3 4 4
"110306" 0 30 7 "Eurasia" 5 3 2 4 5 3 3
"64925" 0 46 3 "Eastasia" 5 3 3 3 3 3 3
"93740" 1 38 3 "Eastasia" 5 3 5 4 4 2 4
"69757" 1 55 1 "Eastasia" 4 2 3 3 1 3 2
"171856" 1 75 3 "Eastasia" 4 3 3 3 3 3 3
"123808" 1 45 4 "Eastasia" 5 4 3 3 5 3 4
"44789" 1 53 5 "Eastasia" 5 3 1 3 4 3 4
"119329" 1 20 2 "Eurasia" 5 3 3 4 4 3 4
"107176" 0 35 2 "Eastasia" 5 3 5 3 4 5 4
"109603" 1 33 NA "Eurasia" 4 3 3 3 2 3 2
"156" 1 72 2 "Oceania" 5 2 2 2 2 2 2
"72936" 1 32 1 "Eastasia" 5 3 2 3 5 4 4
"171230" 1 27 3 "Eastasia" 5 4 1 4 5 3 4
"92438" 1 44 1 "Oceania" 4 3 5 2 4 4 1
"102575" 0 28 6 "Eastasia" 5 3 3 4 3 3 4
"25823" 1 75 3 "Oceania" 5 3 4 3 4 4 4
"146819" 0 18 3 "Eastasia" 4 3 2 3 4 2 2
"171353" 0 35 6 "Eastasia" 5 3 2 3 4 3 3
"112953" 1 26 4 "Eastasia" 2 1 1 1 1 1 1
"68898" 1 32 1 "Eastasia" 5 4 5 4 3 3 4
"36894" 0 43 5 "Eastasia" 3 2 1 2 3 1 1
"18322" 1 23 4 "Eastasia" 5 4 2 4 4 5 3
"12896" 1 45 3 "Eastasia" 5 3 3 3 4 4 4
"148040" 0 20 4 "Eastasia" 5 3 3 3 3 4 2
"64007" 1 25 1 "Eastasia" 5 4 4 3 4 3 4
"147600" 0 23 3 "Eastasia" 5 1 2 3 3 3 3
"133170" 0 34 5 "Eastasia" 3 1 2 1 2 2 2
"112439" 1 50 1 "Eastasia" 5 2 2 4 4 4 4
"2789" 0 47 2 "Oceania" 2 1 1 1 1 1 1
"69839" 1 23 1 "Eastasia" 4 2 3 2 1 3 3
"95506" 1 29 1 "Eastasia" 5 2 3 1 1 4 2
"120030" 1 55 1 "Eurasia" 5 2 2 3 3 3 4
"107334" 0 35 2 "Eastasia" 4 3 4 2 2 3 3
"168448" 1 65 3 "Eastasia" 5 4 4 4 3 4 4
"147495" 1 33 2 "Eastasia" 4 3 3 3 3 3 3
"150382" 0 50 2 "Eastasia" 4 3 3 3 4 3 3
"42072" 1 54 4 "Oceania" 3 1 1 1 1 1 1
"152289" 1 26 1 "Eastasia" 5 4 4 3 4 4 4
"45621" 1 51 6 "Eastasia" 5 4 2 4 4 4 4
"66361" 1 32 2 "Eastasia" 4 3 2 2 3 2 3
"73100" 0 90 1 "Eastasia" 5 4 5 3 2 3 1
"111384" 1 21 4 "Eastasia" 4 2 2 2 3 2 3
"140708" 1 20 1 "Eastasia" 5 3 3 3 4 4 4
"137475" 1 35 1 "Eastasia" 5 1 3 4 5 4 4
"68032" 0 40 2 "Eastasia" 4 3 4 3 3 4 3
"147161" 0 21 4 "Eastasia" 4 3 3 2 3 3 3
"147174" 1 19 4 "Eastasia" 5 3 3 3 3 3 3
"118244" 0 46 2 "Eurasia" 5 4 2 4 4 4 4
"118516" 0 50 1 "Eurasia" 5 3 3 4 4 5 3
"131285" 1 41 6 "Eastasia" 4 3 3 3 3 3 3
"21504" 1 26 2 "Eastasia" 5 1 1 1 2 1 2
"117903" 1 26 2 "Eurasia" 5 4 4 4 4 4 4
"53778" 1 40 4 "Eastasia" 5 2 3 4 4 3 4
"167880" 1 78 4 "Eastasia" 4 3 4 3 4 4 3
"142546" 0 70 1 "Eastasia" 5 2 3 3 4 4 3
"46759" 1 72 4 "Eastasia" 4 2 4 2 2 3 3
"82609" 1 37 1 "Eastasia" 4 1 1 1 1 1 1
"117203" 1 22 4 "Eurasia" 4 3 2 3 3 2 2
"119375" 1 22 1 "Eurasia" 5 4 3 3 4 3 3
"12978" 1 32 3 "Eastasia" 5 1 1 1 1 1 1
"117058" 1 32 4 "Eurasia" 4 1 1 2 1 1 2
"147039" 1 22 3 "Eastasia" 5 2 2 4 4 5 3
"75805" 0 39 3 "Oceania" 5 2 3 3 4 5 2
"120066" 1 41 1 "Eurasia" 4 2 4 3 3 4 2
"164922" 0 33 4 "Eastasia" 4 3 3 3 3 3 3
"46938" 0 19 4 "Eastasia" 5 4 3 4 4 4 4
"68936" 1 20 1 "Eastasia" 4 2 2 3 3 3 3
"109929" 0 22 5 "Eurasia" 5 3 3 2 4 4 4
"64483" 0 53 1 "Eastasia" 5 3 3 3 3 3 3
"108784" 1 35 3 "Eurasia" 4 2 2 3 2 2 3
"113560" 1 20 4 "Eastasia" 4 3 3 3 3 3 3
"167887" 0 30 3 "Eastasia" 4 3 3 3 3 3 3
"109614" 1 39 5 "Eurasia" 4 3 3 2 3 3 2
"116011" 1 36 1 "Eurasia" 5 3 4 3 2 4 2
"59976" 1 54 1 "Oceania" 5 3 1 3 3 3 4
"108685" 1 36 2 "Eurasia" 4 3 4 3 4 3 3
"107534" 1 41 2 "Eastasia" 4 2 5 3 2 4 3
"171446" 1 61 4 "Eastasia" 5 3 3 3 3 3 3
"112177" 0 37 3 "Eastasia" 3 2 2 2 2 2 2
"96969" 0 27 6 "Eastasia" 4 3 2 3 4 3 3
"15868" 0 21 2 "Eastasia" 5 3 3 1 4 3 3
"147716" 1 20 2 "Eastasia" 4 1 2 3 3 2 3
"166214" 1 67 3 "Eastasia" 5 2 1 3 4 4 4
"12114" 0 73 3 "Eastasia" 5 4 3 3 3 3 4
"111669" 1 25 4 "Eastasia" 5 3 4 4 3 4 4
"169701" 0 22 1 "Eastasia" 4 3 3 2 2 2 2
"110410" 1 38 4 "Eurasia" 5 2 3 1 2 3 3
"23020" 0 48 4 "Oceania" 5 3 3 3 5 3 4
"72108" 0 31 1 "Eastasia" 4 2 4 3 4 3 3
"68256" 1 40 3 "Eastasia" 4 3 3 3 3 3 3
"118728" 0 44 2 "Eurasia" 5 4 5 4 5 4 4
"147692" 0 23 5 "Eastasia" 5 4 4 3 4 4 4
"3280" 1 33 3 "Oceania" 5 3 3 3 3 3 3
"98294" 0 63 1 "Eastasia" 4 2 3 3 3 4 3
"68864" 1 34 1 "Eastasia" 5 4 3 4 4 4 3
"71384" 1 27 1 "Eastasia" 5 4 5 4 3 5 4
"121362" 1 43 4 "Eastasia" 5 1 3 1 3 3 3
"72124" 1 19 1 "Eastasia" 4 1 4 2 1 4 3
"2827" 0 32 2 "Oceania" 5 2 5 2 2 3 3
"17748" 1 40 3 "Eastasia" 5 3 2 2 4 2 3
"157056" 1 34 1 "Eastasia" 4 3 3 3 3 3 3
"143776" 1 65 1 "Eastasia" 5 3 1 2 2 3 2
"92134" 1 24 3 "Oceania" 5 3 5 2 4 4 1
"12908" 0 36 3 "Eastasia" 5 4 4 3 3 2 2
"122278" 1 48 4 "Eastasia" 5 3 3 3 3 3 4
"69130" 1 40 1 "Eastasia" 5 4 4 4 3 4 3
"147601" 1 27 1 "Eastasia" 4 2 2 3 4 4 3
"108776" 0 49 3 "Eurasia" 5 3 4 3 2 3 3
"109604" 1 31 5 "Eurasia" 4 3 2 2 3 1 3
"120098" 0 53 1 "Eurasia" 4 2 3 3 3 3 3
"109886" 1 43 2 "Eurasia" 5 3 4 3 3 5 4
"83232" 0 25 1 "Eastasia" 5 3 4 2 1 4 3
"156056" 1 78 1 "Eastasia" 5 3 3 4 3 5 4
"116405" 1 40 1 "Eurasia" 4 2 3 3 3 3 2
"144789" 1 23 3 "Eastasia" 4 3 3 3 3 3 3
"141024" 0 42 5 "Eastasia" 5 2 4 3 3 5 3
"133146" 1 35 4 "Eastasia" 3 2 2 2 2 2 2
"113311" 0 30 4 "Eastasia" 4 2 2 2 2 2 2
"80778" 0 29 4 "Eastasia" 5 3 4 2 3 5 3
"108443" 0 40 2 "Eurasia" 5 4 1 1 5 4 2
"164450" 0 48 3 "Eastasia" 4 3 2 2 5 4 3
"45129" 0 67 7 "Eastasia" 4 3 3 3 3 3 3
"110293" 0 23 3 "Eurasia" 5 3 3 3 4 4 2
"127485" 1 25 1 "Eastasia" 5 3 4 4 3 2 1
"89103" 0 63 1 "Oceania" 4 3 5 2 4 4 1
"133444" 1 21 5 "Eastasia" 3 1 1 1 1 1 1
"6933" 1 20 6 "Eastasia" 5 4 4 4 4 4 4
"117227" 0 40 3 "Eurasia" 5 3 3 3 3 3 3
"89682" 1 36 4 "Oceania" 5 2 3 4 3 4 4
"92133" 1 24 3 "Oceania" 5 2 3 4 4 5 4
"81002" 1 60 1 "Eastasia" 4 2 4 3 3 4 3
"121270" 1 40 2 "Eastasia" 5 4 4 3 5 4 4
"45016" 1 51 6 "Eastasia" 5 4 4 4 4 4 4
"133490" 1 40 5 "Eastasia" 4 1 1 1 1 1 1
"168576" 0 24 4 "Eastasia" 4 3 2 3 3 4 3
"39730" 1 23 5 "Eastasia" 4 3 2 3 2 3 3
"159929" 1 33 1 "Eastasia" 5 4 1 4 4 3 4
"111908" 1 46 3 "Eastasia" 5 3 3 3 3 3 3
"121100" 1 34 3 "Eastasia" 5 3 3 4 4 5 3
"117445" 1 44 4 "Eurasia" 5 2 4 2 4 4 4
"151754" 0 23 4 "Eastasia" 4 3 3 2 2 2 3
"6408" 0 43 2 "Eastasia" 5 4 3 4 4 3 3
"110560" 0 38 4 "Eurasia" 4 1 2 2 1 2 1
"63853" 1 35 NA "Eastasia" 5 2 2 2 3 2 2
"81640" 0 34 1 "Eastasia" 4 2 2 2 2 2 2
"82074" 1 18 1 "Eastasia" 5 4 3 3 4 3 4
"57080" 0 60 1 "Oceania" 5 4 5 4 5 4 4
"106705" 1 80 1 "Eastasia" 5 2 3 2 2 2 2
"83469" 1 20 2 "Eastasia" 5 3 4 3 3 5 4
"111589" 0 40 3 "Eastasia" 2 1 2 1 1 1 1
"121760" 0 40 3 "Eastasia" 5 2 4 2 3 3 4
"20416" 0 48 3 "Eastasia" 5 2 3 3 2 3 3
"59395" 0 48 2 "Oceania" 5 4 4 4 4 4 4
"104216" 0 33 3 "Eastasia" 5 3 3 2 4 3 2
"69517" 1 25 1 "Eastasia" 5 3 3 4 1 3 1
